Loan Number,Acquisition Date,Note Date,Maturity Date at Acquisition,Loan Acquisition UPB,Amortization Type,Interest Type,Loan Product Type,Original UPB,Amortization Term,Original Interest Rate,Lien Position,Transaction ID,Issue Date,Loan Acquisition LTV,Underwritten DSCR,Underwritten DSCR Type,Original Term,Original I/O Term,I/O End Date,Loan Ever 60+ Days Delinquent,Loss Sharing Type,Modified Loss Sharing Percentage,Number of Properties at Acquisition,Property Acquisition Total Unit Count,Specific Property Type,Year Built,Property City,Property State,Property Zip Code,Metropolitan Statistical Area,Physical Occupancy %,Liquidation/Prepayment Code,Liquidation/Prepayment Date,Foreclosure Date,Credit Event Date,Foreclosure Value,Lifetime Net Credit Loss Amount,Sale Price,Default Amount,Credit Event Type,Reporting Period Date,Loan Active Property Count,Note Rate,Maturity Date - Current,UPB - Current,Delinquency UPB,Loan Payment Status,SDQ Indicator,Most Recent Modification Date,Modification Indicator,Defeasance Date,Prepayment Provision,Prepayment Provision End Date, Affordable Housing Type,MCIRT Deal ID,MCAS Deal ID
1111111111,3/31/2014,2/27/2014,3/1/2024,1000000,Amortizing Balloon,Fixed,DUS,1000000,360,5.11,First,111111,3/1/2014,70,1.35,UW Actual DSCR,120,,,Y,Standard DUS,,1,100,Multifamily,1995,WASHINGTON,DC,11111,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV METROPOLITAN STATISTICAL AREA",95,,,,,0,,0,,,1/1/2015,1,5.11,3/1/2024,900000,0,Current,N,,N,,"YM(114), See Issuance Documents(6)","YM(08/31/2023), See Issuance Documents(03/01/2024)",LIHTC & Project Based HAP/Sec 8,MCIRT 2016-01,
1111111111,3/31/2014,2/27/2014,3/1/2024,1000000,Amortizing Balloon,Fixed,DUS,1000000,360,5.11,First,111111,3/1/2014,70,1.35,UW Actual DSCR,120,,,Y,Standard DUS,,1,100,Multifamily,1995,WASHINGTON,DC,11111,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV METROPOLITAN STATISTICAL AREA",95,,,,,0,,0,,,2/1/2015,1,5.11,3/1/2024,900000,0,Current,N,,N,,"YM(114), See Issuance Documents(6)","YM(08/31/2023), See Issuance Documents(03/01/2024)",LIHTC & Project Based HAP/Sec 8,MCIRT 2016-01,
1111111111,3/31/2014,2/27/2014,3/1/2024,1000000,Amortizing Balloon,Fixed,DUS,1000000,360,5.11,First,111111,3/1/2014,70,1.35,UW Actual DSCR,120,,,Y,Standard DUS,,1,100,Multifamily,1995,WASHINGTON,DC,11111,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV METROPOLITAN STATISTICAL AREA",95,,,,,0,,0,,,3/1/2015,1,5.11,3/1/2024,900000,0,Current,N,,N,,"YM(114), See Issuance Documents(6)","YM(08/31/2023), See Issuance Documents(03/01/2024)",LIHTC & Project Based HAP/Sec 8,MCIRT 2016-01,
1111111111,3/31/2014,2/27/2014,3/1/2024,1000000,Amortizing Balloon,Fixed,DUS,1000000,360,5.11,First,111111,3/1/2014,70,1.35,UW Actual DSCR,120,,,Y,Standard DUS,,1,100,Multifamily,1995,WASHINGTON,DC,11111,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV METROPOLITAN STATISTICAL AREA",95,,,,,0,,0,,,4/1/2015,1,5.11,3/1/2024,900000,0,Current,N,,N,,"YM(114), See Issuance Documents(6)","YM(08/31/2023), See Issuance Documents(03/01/2024)",LIHTC & Project Based HAP/Sec 8,MCIRT 2016-01,
1111111111,3/31/2014,2/27/2014,3/1/2024,1000000,Amortizing Balloon,Fixed,DUS,1000000,360,5.11,First,111111,3/1/2014,70,1.35,UW Actual DSCR,120,,,Y,Standard DUS,,1,100,Multifamily,1995,WASHINGTON,DC,11111,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV METROPOLITAN STATISTICAL AREA",95,,,,,0,,0,,,5/1/2015,1,5.11,3/1/2024,900000,0,Current,N,,N,,"YM(114), See Issuance Documents(6)","YM(08/31/2023), See Issuance Documents(03/01/2024)",LIHTC & Project Based HAP/Sec 8,MCIRT 2016-01,
1111111111,3/31/2014,2/27/2014,3/1/2024,1000000,Amortizing Balloon,Fixed,DUS,1000000,360,5.11,First,111111,3/1/2014,70,1.35,UW Actual DSCR,120,,,Y,Standard DUS,,1,100,Multifamily,1995,WASHINGTON,DC,11111,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV METROPOLITAN STATISTICAL AREA",95,,,,,0,,0,,,6/1/2015,1,5.11,3/1/2024,900000,0,Current,N,,N,,"YM(114), See Issuance Documents(6)","YM(08/31/2023), See Issuance Documents(03/01/2024)",LIHTC & Project Based HAP/Sec 8,MCIRT 2016-01,
1111111111,3/31/2014,2/27/2014,3/1/2024,1000000,Amortizing Balloon,Fixed,DUS,1000000,360,5.11,First,111111,3/1/2014,70,1.35,UW Actual DSCR,120,,,Y,Standard DUS,,1,100,Multifamily,1995,WASHINGTON,DC,11111,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV METROPOLITAN STATISTICAL AREA",95,,,,,0,,0,,,7/1/2015,1,5.11,3/1/2024,900000,0,Current,N,,N,,"YM(114), See Issuance Documents(6)","YM(08/31/2023), See Issuance Documents(03/01/2024)",LIHTC & Project Based HAP/Sec 8,MCIRT 2016-01,
1111111111,3/31/2014,2/27/2014,3/1/2024,1000000,Amortizing Balloon,Fixed,DUS,1000000,360,5.11,First,111111,3/1/2014,70,1.35,UW Actual DSCR,120,,,Y,Standard DUS,,1,100,Multifamily,1995,WASHINGTON,DC,11111,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV METROPOLITAN STATISTICAL AREA",95,,,,,0,,0,,,8/1/2015,1,5.11,3/1/2024,900000,0,Current,N,,N,,"YM(114), See Issuance Documents(6)","YM(08/31/2023), See Issuance Documents(03/01/2024)",LIHTC & Project Based HAP/Sec 8,MCIRT 2016-01,
1111111111,3/31/2014,2/27/2014,3/1/2024,1000000,Amortizing Balloon,Fixed,DUS,1000000,360,5.11,First,111111,3/1/2014,70,1.35,UW Actual DSCR,120,,,Y,Standard DUS,,1,100,Multifamily,1995,WASHINGTON,DC,11111,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV METROPOLITAN STATISTICAL AREA",95,,,,,0,,0,,,9/1/2015,1,5.11,3/1/2024,900000,0,Current,N,,N,,"YM(114), See Issuance Documents(6)","YM(08/31/2023), See Issuance Documents(03/01/2024)",LIHTC & Project Based HAP/Sec 8,MCIRT 2016-01,
1111111111,3/31/2014,2/27/2014,3/1/2024,1000000,Amortizing Balloon,Fixed,DUS,1000000,360,5.11,First,111111,3/1/2014,70,1.35,UW Actual DSCR,120,,,Y,Standard DUS,,1,100,Multifamily,1995,WASHINGTON,DC,11111,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV METROPOLITAN STATISTICAL AREA",95,,,,,0,,0,,,10/1/2015,1,5.11,3/1/2024,900000,0,Current,N,,N,,"YM(114), See Issuance Documents(6)","YM(08/31/2023), See Issuance Documents(03/01/2024)",LIHTC & Project Based HAP/Sec 8,MCIRT 2016-01,
1111111111,3/31/2014,2/27/2014,3/1/2024,1000000,Amortizing Balloon,Fixed,DUS,1000000,360,5.11,First,111111,3/1/2014,70,1.35,UW Actual DSCR,120,,,Y,Standard DUS,,1,100,Multifamily,1995,WASHINGTON,DC,11111,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV METROPOLITAN STATISTICAL AREA",95,,,,,0,,0,,,11/1/2015,1,5.11,3/1/2024,900000,0,Current,N,,N,,"YM(114), See Issuance Documents(6)","YM(08/31/2023), See Issuance Documents(03/01/2024)",LIHTC & Project Based HAP/Sec 8,MCIRT 2016-01,
1111111111,3/31/2014,2/27/2014,3/1/2024,1000000,Amortizing Balloon,Fixed,DUS,1000000,360,5.11,First,111111,3/1/2014,70,1.35,UW Actual DSCR,120,,,Y,Standard DUS,,1,100,Multifamily,1995,WASHINGTON,DC,11111,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV METROPOLITAN STATISTICAL AREA",95,,,,,0,,0,,,12/1/2015,1,5.11,3/1/2024,900000,0,Current,N,,N,,"YM(114), See Issuance Documents(6)","YM(08/31/2023), See Issuance Documents(03/01/2024)",LIHTC & Project Based HAP/Sec 8,MCIRT 2016-01,
1111111111,3/31/2014,2/27/2014,3/1/2024,1000000,Amortizing Balloon,Fixed,DUS,1000000,360,5.11,First,111111,3/1/2014,70,1.35,UW Actual DSCR,120,,,Y,Standard DUS,,1,100,Multifamily,1995,WASHINGTON,DC,11111,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV METROPOLITAN STATISTICAL AREA",95,,,,,0,,0,,,1/1/2016,1,5.11,3/1/2024,900000,0,Current,N,,N,,"YM(114), See Issuance Documents(6)","YM(08/31/2023), See Issuance Documents(03/01/2024)",LIHTC & Project Based HAP/Sec 8,MCIRT 2016-01,
1111111111,3/31/2014,2/27/2014,3/1/2024,1000000,Amortizing Balloon,Fixed,DUS,1000000,360,5.11,First,111111,3/1/2014,70,1.35,UW Actual DSCR,120,,,Y,Standard DUS,,1,100,Multifamily,1995,WASHINGTON,DC,11111,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV METROPOLITAN STATISTICAL AREA",95,,,,,0,,0,,,2/1/2016,1,5.11,3/1/2024,900000,0,Current,N,,N,,"YM(114), See Issuance Documents(6)","YM(08/31/2023), See Issuance Documents(03/01/2024)",LIHTC & Project Based HAP/Sec 8,MCIRT 2016-01,
1111111111,3/31/2014,2/27/2014,3/1/2024,1000000,Amortizing Balloon,Fixed,DUS,1000000,360,5.11,First,111111,3/1/2014,70,1.35,UW Actual DSCR,120,,,Y,Standard DUS,,1,100,Multifamily,1995,WASHINGTON,DC,11111,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV METROPOLITAN STATISTICAL AREA",95,,,,,0,,0,,,3/1/2016,1,5.11,3/1/2024,900000,0,Current,N,,N,,"YM(114), See Issuance Documents(6)","YM(08/31/2023), See Issuance Documents(03/01/2024)",LIHTC & Project Based HAP/Sec 8,MCIRT 2016-01,
1111111111,3/31/2014,2/27/2014,3/1/2024,1000000,Amortizing Balloon,Fixed,DUS,1000000,360,5.11,First,111111,3/1/2014,70,1.35,UW Actual DSCR,120,,,Y,Standard DUS,,1,100,Multifamily,1995,WASHINGTON,DC,11111,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV METROPOLITAN STATISTICAL AREA",95,,,,,0,,0,,,4/1/2016,1,5.11,3/1/2024,900000,0,Current,N,,N,,"YM(114), See Issuance Documents(6)","YM(08/31/2023), See Issuance Documents(03/01/2024)",LIHTC & Project Based HAP/Sec 8,MCIRT 2016-01,
1111111111,3/31/2014,2/27/2014,3/1/2024,1000000,Amortizing Balloon,Fixed,DUS,1000000,360,5.11,First,111111,3/1/2014,70,1.35,UW Actual DSCR,120,,,Y,Standard DUS,,1,100,Multifamily,1995,WASHINGTON,DC,11111,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV METROPOLITAN STATISTICAL AREA",95,,,,,0,,0,,,5/1/2016,1,5.11,3/1/2024,900000,0,Current,N,,N,,"YM(114), See Issuance Documents(6)","YM(08/31/2023), See Issuance Documents(03/01/2024)",LIHTC & Project Based HAP/Sec 8,MCIRT 2016-01,
1111111111,3/31/2014,2/27/2014,3/1/2024,1000000,Amortizing Balloon,Fixed,DUS,1000000,360,5.11,First,111111,3/1/2014,70,1.35,UW Actual DSCR,120,,,Y,Standard DUS,,1,100,Multifamily,1995,WASHINGTON,DC,11111,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV METROPOLITAN STATISTICAL AREA",95,,,,,0,,0,,,6/1/2016,1,5.11,3/1/2024,900000,0,Current,N,,N,,"YM(114), See Issuance Documents(6)","YM(08/31/2023), See Issuance Documents(03/01/2024)",LIHTC & Project Based HAP/Sec 8,MCIRT 2016-01,
1111111111,3/31/2014,2/27/2014,3/1/2024,1000000,Amortizing Balloon,Fixed,DUS,1000000,360,5.11,First,111111,3/1/2014,70,1.35,UW Actual DSCR,120,,,Y,Standard DUS,,1,100,Multifamily,1995,WASHINGTON,DC,11111,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV METROPOLITAN STATISTICAL AREA",95,,,,,0,,0,,,7/1/2016,1,5.11,3/1/2024,900000,0,Current,N,,N,,"YM(114), See Issuance Documents(6)","YM(08/31/2023), See Issuance Documents(03/01/2024)",LIHTC & Project Based HAP/Sec 8,MCIRT 2016-01,
1111111111,3/31/2014,2/27/2014,3/1/2024,1000000,Amortizing Balloon,Fixed,DUS,1000000,360,5.11,First,111111,3/1/2014,70,1.35,UW Actual DSCR,120,,,Y,Standard DUS,,1,100,Multifamily,1995,WASHINGTON,DC,11111,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV METROPOLITAN STATISTICAL AREA",95,,,,,0,,0,,,8/1/2016,1,5.11,3/1/2024,900000,0,Current,N,,N,,"YM(114), See Issuance Documents(6)","YM(08/31/2023), See Issuance Documents(03/01/2024)",LIHTC & Project Based HAP/Sec 8,MCIRT 2016-01,
1111111111,3/31/2014,2/27/2014,3/1/2024,1000000,Amortizing Balloon,Fixed,DUS,1000000,360,5.11,First,111111,3/1/2014,70,1.35,UW Actual DSCR,120,,,Y,Standard DUS,,1,100,Multifamily,1995,WASHINGTON,DC,11111,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV METROPOLITAN STATISTICAL AREA",95,,,,,0,,0,,,9/1/2016,1,5.11,3/1/2024,900000,0,Current,N,,N,,"YM(114), See Issuance Documents(6)","YM(08/31/2023), See Issuance Documents(03/01/2024)",LIHTC & Project Based HAP/Sec 8,MCIRT 2016-01,
1111111111,3/31/2014,2/27/2014,3/1/2024,1000000,Amortizing Balloon,Fixed,DUS,1000000,360,5.11,First,111111,3/1/2014,70,1.35,UW Actual DSCR,120,,,Y,Standard DUS,,1,100,Multifamily,1995,WASHINGTON,DC,11111,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV METROPOLITAN STATISTICAL AREA",95,,,,,0,,0,,,10/1/2016,1,5.11,3/1/2024,900000,0,Current,N,,N,,"YM(114), See Issuance Documents(6)","YM(08/31/2023), See Issuance Documents(03/01/2024)",LIHTC & Project Based HAP/Sec 8,MCIRT 2016-01,
1111111111,3/31/2014,2/27/2014,3/1/2024,1000000,Amortizing Balloon,Fixed,DUS,1000000,360,5.11,First,111111,3/1/2014,70,1.35,UW Actual DSCR,120,,,Y,Standard DUS,,1,100,Multifamily,1995,WASHINGTON,DC,11111,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV METROPOLITAN STATISTICAL AREA",95,,,,,0,,0,,,11/1/2016,1,5.11,3/1/2024,900000,0,Current,N,,N,,"YM(114), See Issuance Documents(6)","YM(08/31/2023), See Issuance Documents(03/01/2024)",LIHTC & Project Based HAP/Sec 8,MCIRT 2016-01,
1111111111,3/31/2014,2/27/2014,3/1/2024,1000000,Amortizing Balloon,Fixed,DUS,1000000,360,5.11,First,111111,3/1/2014,70,1.35,UW Actual DSCR,120,,,Y,Standard DUS,,1,100,Multifamily,1995,WASHINGTON,DC,11111,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV METROPOLITAN STATISTICAL AREA",95,,,,,0,,0,,,12/1/2016,1,5.11,3/1/2024,900000,0,Current,N,,N,,"YM(114), See Issuance Documents(6)","YM(08/31/2023), See Issuance Documents(03/01/2024)",LIHTC & Project Based HAP/Sec 8,MCIRT 2016-01,
1111111111,3/31/2014,2/27/2014,3/1/2024,1000000,Amortizing Balloon,Fixed,DUS,1000000,360,5.11,First,111111,3/1/2014,70,1.35,UW Actual DSCR,120,,,Y,Standard DUS,,1,100,Multifamily,1995,WASHINGTON,DC,11111,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV METROPOLITAN STATISTICAL AREA",95,,,,,0,,0,,,1/1/2017,1,5.11,3/1/2024,900000,0,Current,N,,N,,"YM(114), See Issuance Documents(6)","YM(08/31/2023), See Issuance Documents(03/01/2024)",LIHTC & Project Based HAP/Sec 8,MCIRT 2016-01,
1111111111,3/31/2014,2/27/2014,3/1/2024,1000000,Amortizing Balloon,Fixed,DUS,1000000,360,5.11,First,111111,3/1/2014,70,1.35,UW Actual DSCR,120,,,Y,Standard DUS,,1,100,Multifamily,1995,WASHINGTON,DC,11111,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV METROPOLITAN STATISTICAL AREA",95,,,,,0,,0,,,2/1/2017,1,5.11,3/1/2024,900000,0,Current,N,,N,,"YM(114), See Issuance Documents(6)","YM(08/31/2023), See Issuance Documents(03/01/2024)",LIHTC & Project Based HAP/Sec 8,MCIRT 2016-01,
1111111111,3/31/2014,2/27/2014,3/1/2024,1000000,Amortizing Balloon,Fixed,DUS,1000000,360,5.11,First,111111,3/1/2014,70,1.35,UW Actual DSCR,120,,,Y,Standard DUS,,1,100,Multifamily,1995,WASHINGTON,DC,11111,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV METROPOLITAN STATISTICAL AREA",95,,,,,0,,0,,,3/1/2017,1,5.11,3/1/2024,900000,0,Current,N,,N,,"YM(114), See Issuance Documents(6)","YM(08/31/2023), See Issuance Documents(03/01/2024)",LIHTC & Project Based HAP/Sec 8,MCIRT 2016-01,
1111111111,3/31/2014,2/27/2014,3/1/2024,1000000,Amortizing Balloon,Fixed,DUS,1000000,360,5.11,First,111111,3/1/2014,70,1.35,UW Actual DSCR,120,,,Y,Standard DUS,,1,100,Multifamily,1995,WASHINGTON,DC,11111,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV METROPOLITAN STATISTICAL AREA",95,,,,,0,,0,,,4/1/2017,1,5.11,3/1/2024,900000,0,Current,N,,N,,"YM(114), See Issuance Documents(6)","YM(08/31/2023), See Issuance Documents(03/01/2024)",LIHTC & Project Based HAP/Sec 8,MCIRT 2016-01,
1111111111,3/31/2014,2/27/2014,3/1/2024,1000000,Amortizing Balloon,Fixed,DUS,1000000,360,5.11,First,111111,3/1/2014,70,1.35,UW Actual DSCR,120,,,Y,Standard DUS,,1,100,Multifamily,1995,WASHINGTON,DC,11111,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV METROPOLITAN STATISTICAL AREA",95,,,,,0,,0,,,5/1/2017,1,5.11,3/1/2024,900000,900000,30-59 Days Delinquent,N,,N,,"YM(114), See Issuance Documents(6)","YM(08/31/2023), See Issuance Documents(03/01/2024)",LIHTC & Project Based HAP/Sec 8,MCIRT 2016-01,
1111111111,3/31/2014,2/27/2014,3/1/2024,1000000,Amortizing Balloon,Fixed,DUS,1000000,360,5.11,First,111111,3/1/2014,70,1.35,UW Actual DSCR,120,,,Y,Standard DUS,,1,100,Multifamily,1995,WASHINGTON,DC,11111,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV METROPOLITAN STATISTICAL AREA",95,,,,,0,,0,,,6/1/2017,1,5.11,3/1/2024,900000,900000,60-89 Days Delinquent,Y,,N,,"YM(114), See Issuance Documents(6)","YM(08/31/2023), See Issuance Documents(03/01/2024)",LIHTC & Project Based HAP/Sec 8,MCIRT 2016-01,
1111111111,3/31/2014,2/27/2014,3/1/2024,1000000,Amortizing Balloon,Fixed,DUS,1000000,360,5.11,First,111111,3/1/2014,70,1.35,UW Actual DSCR,120,,,Y,Standard DUS,,1,100,Multifamily,1995,WASHINGTON,DC,11111,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV METROPOLITAN STATISTICAL AREA",95,,,,,0,,0,,,7/1/2017,1,5.11,3/1/2024,900000,900000,90+ Days Delinquent,Y,,N,,"YM(114), See Issuance Documents(6)","YM(08/31/2023), See Issuance Documents(03/01/2024)",LIHTC & Project Based HAP/Sec 8,MCIRT 2016-01,
